2	1
8	2
12	3
13	4
16	5
22	6
25	7
28	8
36	9
39	10
40	11
41	12
42	13
45	14
51	15
53	16
56	17
62	18
64	19
66	20
71	21
72	22
73	23
74	24
78	25
82	26
85	27
86	28
92	29
93	30
94	31
101	32
103	33
108	34
111	35
112	36
119	37
121	38
125	39
126	40
145	41
150	42
151	43
152	44
154	45
155	46
156	47
157	48
159	49
166	50
167	51
169	52
177	53
178	54
182	55
183	56
184	57
188	58
190	59
192	60
194	61
196	62
199	63
204	64
206	65
208	66
213	67
217	68
219	69
223	70
226	71
230	72
235	73
238	74
239	75
240	76
242	77
257	78
259	79
263	80
268	81
269	82
272	83
274	84
277	85
285	86
286	87
289	88
291	89
293	90
295	91
296	92
298	93
305	94
307	95
310	96
315	97
317	98
322	99
324	100
328	101
331	102
332	103
333	104
334	105
340	106
343	107
350	108
353	109
354	110
357	111
359	112
360	113
363	114
364	115
365	116
369	117
370	118
378	119
379	120
382	121
384	122
386	123
389	124
392	125
396	126
400	127
401	128
403	129
404	130
407	131
417	132
421	133
431	134
435	135
438	136
439	137
444	138
446	139
447	140
449	141
450	142
451	143
457	144
464	145
467	146
470	147
471	148
472	149
476	150
480	151
483	152
489	153
491	154
492	155
496	156
497	157
498	158
503	159
508	160
509	161
510	162
514	163
515	164
519	165
522	166
523	167
529	168
534	169
541	170
547	171
548	172
549	173
556	174
558	175
559	176
561	177
563	178
564	179
566	180
568	181
571	182
572	183
576	184
579	185
580	186
592	187
593	188
598	189
599	190
601	191
602	192
604	193
605	194
607	195
610	196
624	197
625	198
627	199
628	200
630	201
631	202
635	203
640	204
642	205
647	206
650	207
652	208
656	209
661	210
662	211
669	212
672	213
673	214
680	215
682	216
684	217
686	218
689	219
690	220
695	221
696	222
697	223
705	224
709	225
712	226
724	227
727	228
731	229
733	230
739	231
743	232
749	233
751	234
753	235
754	236
755	237
761	238
765	239
769	240
773	241
775	242
777	243
779	244
787	245
788	246
790	247
804	248
805	249
807	250
808	251
820	252
826	253
829	254
830	255
835	256
837	257
838	258
839	259
841	260
845	261
850	262
852	263
860	264
865	265
867	266
869	267
877	268
881	269
890	270
896	271
898	272
899	273
900	274
905	275
908	276
912	277
913	278
916	279
920	280
929	281
933	282
946	283
947	284
949	285
952	286
957	287
962	288
965	289
967	290
968	291
972	292
974	293
975	294
985	295
986	296
989	297
996	298
999	299
1004	300
1006	301
1007	302
1009	303
1010	304
1012	305
1018	306
1024	307
1025	308
1032	309
1044	310
1046	311
1048	312
1051	313
1055	314
1062	315
1068	316
1069	317
1070	318
1082	319
1083	320
1092	321
1093	322
1095	323
1098	324
1100	325
1102	326
1109	327
1110	328
1114	329
1115	330
1117	331
1119	332
1121	333
1122	334
1123	335
1126	336
1128	337
1129	338
1135	339
1144	340
1146	341
1147	342
1149	343
1156	344
1157	345
1159	346
1162	347
1163	348
1175	349
1182	350
1183	351
1186	352
1188	353
1191	354
1194	355
1197	356
1199	357
1204	358
1211	359
1213	360
1215	361
1224	362
1230	363
1233	364
1235	365
1236	366
1238	367
1239	368
1240	369
1242	370
1244	371
1252	372
1254	373
1256	374
1257	375
1258	376
1262	377
1279	378
1292	379
1293	380
1294	381
1297	382
1299	383
1300	384
1311	385
1323	386
1324	387
1325	388
1331	389
1333	390
1336	391
1338	392
1344	393
1348	394
1349	395
1351	396
1362	397
1364	398
1369	399
1371	400
1372	401
1381	402
1383	403
1384	404
1387	405
1390	406
1392	407
1395	408
1397	409
1400	410
1401	411
1410	412
1411	413
1412	414
1415	415
1422	416
1425	417
1430	418
1432	419
1436	420
1437	421
1441	422
1442	423
1443	424
1446	425
1461	426
1463	427
1465	428
1468	429
1481	430
1490	431
1491	432
1492	433
1494	434
1499	435
1501	436
1502	437
1505	438
1506	439
1507	440
1508	441
1512	442
1513	443
1517	444
1519	445
1524	446
1526	447
1529	448
1532	449
1542	450
1543	451
1551	452
1554	453
1555	454
1571	455
1572	456
1576	457
1577	458
1579	459
1581	460
1582	461
1583	462
1585	463
1587	464
1588	465
1604	466
1605	467
1607	468
1608	469
1610	470
1614	471
1617	472
1618	473
1619	474
1621	475
1629	476
1639	477
1640	478
1643	479
1645	480
1646	481
1649	482
1650	483
1653	484
1663	485
1666	486
1671	487
1682	488
1685	489
1686	490
1687	491
1696	492
1708	493
1713	494
1717	495
1720	496
1723	497
1727	498
1730	499
1732	500
1734	501
1736	502
1741	503
1749	504
1750	505
1758	506
1762	507
1764	508
1767	509
1770	510
1777	511
1779	512
1780	513
1781	514
1786	515
1797	516
1798	517
1800	518
1803	519
1806	520
1821	521
1835	522
1839	523
1842	524
1849	525
1852	526
1859	527
1864	528
1865	529
1866	530
1868	531
1880	532
1884	533
1892	534
1896	535
1901	536
1904	537
1909	538
1914	539
1915	540
1920	541
1921	542
1923	543
1925	544
1932	545
1934	546
1953	547
1954	548
1955	549
1957	550
1958	551
1962	552
1964	553
1965	554
1967	555
1969	556
1970	557
1971	558
1978	559
1982	560
1983	561
1985	562
1992	563
1993	564
1995	565
1997	566
2000	567
2002	568
2004	569
2005	570
2019	571
2020	572
2021	573
2025	574
2027	575
2034	576
2035	577
2036	578
2039	579
2040	580
2048	581
2051	582
2055	583
2060	584
2065	585
2068	586
2074	587
2077	588
2078	589
2084	590
2086	591
2087	592
2091	593
2093	594
2098	595
2103	596
2115	597
2119	598
2123	599
2124	600
2125	601
2126	602
2129	603
2139	604
2147	605
2148	606
2151	607
2154	608
2155	609
2157	610
2158	611
2161	612
2162	613
2163	614
2165	615
2166	616
2170	617
2172	618
2173	619
2175	620
2178	621
2180	622
2183	623
2184	624
2187	625
2188	626
2195	627
2196	628
2199	629
2202	630
2203	631
2210	632
2211	633
2215	634
2221	635
2224	636
2232	637
2241	638
2245	639
2251	640
2253	641
2254	642
2257	643
2260	644
2262	645
2268	646
2272	647
2273	648
2274	649
2275	650
2280	651
2284	652
2287	653
2290	654
2294	655
2312	656
2315	657
2321	658
2326	659
2327	660
2328	661
2329	662
2334	663
2338	664
2339	665
2341	666
2344	667
2347	668
2351	669
2352	670
2355	671
2359	672
2362	673
2364	674
2369	675
2371	676
2379	677
2382	678
2384	679
2391	680
2392	681
2393	682
2396	683
2400	684
2408	685
2410	686
2416	687
2421	688
2425	689
2429	690
2430	691
2434	692
2435	693
2437	694
2438	695
2439	696
2440	697
2443	698
2444	699
2446	700
2451	701
2457	702
2460	703
2467	704
2470	705
2472	706
2474	707
2476	708
2477	709
2478	710
2480	711
2486	712
2487	713
2490	714
2493	715
2502	716
2503	717
2507	718
2509	719
2513	720
2516	721
2517	722
2519	723
2521	724
2522	725
2523	726
2528	727
2535	728
2537	729
2550	730
2552	731
2554	732
2556	733
2557	734
2559	735
2565	736
2569	737
2573	738
2577	739
2580	740
2581	741
2585	742
2588	743
2594	744
2598	745
2599	746
2602	747
2609	748
2611	749
2615	750
2619	751
2620	752
2621	753
2622	754
2624	755
2626	756
2630	757
2632	758
2633	759
2636	760
2638	761
2640	762
2643	763
2646	764
2647	765
2650	766
2651	767
2653	768
2666	769
2669	770
2670	771
2679	772
2680	773
2684	774
2685	775
2689	776
2690	777
2691	778
2697	779
2698	780
2700	781
2703	782
2708	783
2712	784
2721	785
2725	786
2726	787
2727	788
2729	789
2730	790
2735	791
2737	792
2738	793
2739	794
2740	795
2744	796
2751	797
2754	798
2756	799
2757	800
2762	801
2763	802
2764	803
2768	804
2774	805
2781	806
2785	807
2788	808
2794	809
2797	810
2798	811
2800	812
2816	813
2818	814
2820	815
2821	816
2824	817
2831	818
2836	819
2837	820
2839	821
2842	822
2845	823
2847	824
2848	825
2849	826
2861	827
2862	828
2863	829
2869	830
2870	831
2873	832
2884	833
2886	834
2892	835
2898	836
2902	837
2905	838
2909	839
2916	840
2917	841
2918	842
2920	843
2922	844
2923	845
2924	846
2927	847
2930	848
2938	849
2939	850
2942	851
2944	852
2946	853
2948	854
2950	855
2953	856
2957	857
2967	858
2979	859
2981	860
2982	861
2990	862
3012	863
3014	864
3015	865
3022	866
3027	867
3038	868
3039	869
3040	870
3043	871
3044	872
3045	873
3047	874
3049	875
3050	876
3051	877
3054	878
3055	879
3059	880
3067	881
3070	882
3071	883
3074	884
3077	885
3079	886
3084	887
3088	888
3091	889
3094	890
3097	891
3101	892
3108	893
3110	894
3113	895
3116	896
3121	897
